OBJECTID,businessUnit_name,businessUnit_number,Description,Type,Address,City,County,State,Postal Code,Operation Status,GlobalID,x,y
55068,"FORT WAYNE, IN",4230,WM Supercenter,Retail,10105 LIMA RD,FORT WAYNE,ALLEN,IN,46818-8657,Open,ea85e835-3705-4c14-a08d-82cfbd62f671,-9480990.4168,5038374.0997
55069,"FORT WAYNE (S), IN",4231,WM Supercenter,Retail,7502 SOUTHTOWN CROSSING BLVD,FORT WAYNE,ALLEN,IN,46816-2515,Open,f75551ac-88ed-4769-86b4-f96d8c758b6c,-9475553.6842,5014407.0275
55070,"PHOENIX (P.V.), AZ",4232,WM Supercenter,Retail,4747 E CACTUS RD,PHOENIX,MARICOPA,AZ,85032-7725,Open,fbfac0d5-24a0-46ba-955b-558c92c98201,-12465404.4053,3974702.3557
55071,"PHOENIX (67 & HAPPY), AZ",4233,Neighborhood Market,Retail,6550 WEST HAPPY VALLEY RD,PHOENIX,MARICOPA,AZ,85310-2614,Open,6b8fccd9-ea3e-4949-8b94-04145d99eac3,-12490184.6805,3990442.4149
55072,EDINBURG TX,4850,Sam's Club,Wholesale,7601 N 10TH ST,MCALLEN,HIDALGO,TX,78504-0000,Open,b9e31e74-aed1-437c-9e05-adb1d643187a,-10933977.0497,3032835.3114
55073,"CLARKSVILLE, IN",4851,Sam's Club,Wholesale,1301 VETERANS PKWY,CLARKSVILLE,CLARK,IN,47129-7747,Open,41bb8438-c874-4afc-b9de-331087eed7b5,-9546808.177,4626333.9728
55074,"WESLEY CHAPEL, FL",4852,Sam's Club,Wholesale,27727 STATE ROAD 56,WESLEY CHAPEL,PASCO,FL,33544-8833,Open,e567cdc8-d137-45f5-8053-5d93be5a4d72,-9167985.0556,3272709.0298
55075,"TERRE HAUTE, IN",4235,WM Supercenter,Retail,2399 S STATE ROAD 46,TERRE HAUTE,VIGO,IN,47803-9306,Open,c8eb2edb-6009-4022-8771-e48527fc3a43,-9722311.1466,4784719.5007
55076,"INDIAN LAND, SC",4237,WM Supercenter,Retail,10048 CHARLOTTE HWY,INDIAN LAND,YORK,SC,29707-7135,Open,6c550dc5-da0e-4e1e-aa7d-ddb17df6cf39,-9000110.8107,4165345.6559
55079,BRUNSWICK GA,7658,Sam's Club,Wholesale,10100 CANAL CROSSING,BRUNSWICK,GLYNN,GA,31525-0000,Open,5aeac452-e812-4729-9a9b-e4fdb68d0af1,-9072064.9465,3662871.6813
55083,AMARILLO TX,7676,Sam's Club,Wholesale,8952 WESTGATE PARKWAY WEST,AMARILLO,POTTER,TX,79124-0000,Open,c3e76418-0653-4dc6-be51-d8e7a2ab74ca,-11348192.0883,4188956.1586
55090,CASTLE ROCK CO,4853,Sam's Club,Wholesale,5940 PROMENADE PARKWAY,CASTLE ROCK,DOUGLAS,CO,80108-0000,Open,a0f57bfd-f80f-4513-b7aa-7f3c3b7a3559,-11674610.8915,4781805.9989
55101,WEST COLUMBIA CHARLESTON HWY,5378,Neighborhood Market,Retail,1355 KNOX ABBOTT DR,CAYCE,LEXINGTON,SC,29033-3327,Open,723efe8b-fcdc-4601-a6d5-021b95a69108,-9025106.2665,4025742.9675
55149,"MOBILE, AL",8102,Sam's Club,Wholesale,601 E I65 SERVICE RD S,MOBILE,MOBILE,AL,36606-3901,Open,041e63f7-bd86-4b71-8e7f-e165ec2142c1,-9809788.1176,3591136.9303
55151,"LITTLE ROCK, AR",8104,Sam's Club,Wholesale,900 S BOWMAN RD,LITTLE ROCK,PULASKI,AR,72211-3617,Open,72c90250-6428-4fb3-9c64-77f835aa84be,-10287084.1267,4129514.046
55152,"MONTGOMERY, AL",8106,Sam's Club,Wholesale,1080 EASTERN BLVD,MONTGOMERY,MONTGOMERY,AL,36117-1919,Open,24d7439b-a053-4374-8121-c0347f17c167,-9597500.1788,3811323.2346
55153,"HUNTSVILLE, AL",8107,Sam's Club,Wholesale,2235 NATIONAL BLVD SW,HUNTSVILLE,MADISON,AL,35803-2197,Open,89f09e89-5b4c-43c3-82a8-cec92f3c4d5f,-9637192.2565,4115370.1376
55154,"JEFFERSONTOWN, KY",8111,Sam's Club,Wholesale,1401 ALLIANT AVE,JEFFERSONTOWN,JEFFERSON,KY,40299-6372,Open,ba6887ff-0e81-4756-a14e-3e4a0c4bb30f,-9521509.153,4610888.3133
55155,"CHATTANOOGA, TN",8112,Sam's Club,Wholesale,6101 LEE HWY,CHATTANOOGA,HAMILTON,TN,37421-2932,Open,f3a9360f-a1d8-4ae8-99f3-e48499971f18,-9483289.4982,4168019.404
55156,"LAFAYETTE, LA",8114,Sam's Club,Wholesale,3222 AMBASSADOR CAFFERY PKWY,LAFAYETTE,LAFAYETTE,LA,70506-7208,Open,4b13f2af-4d4b-452a-9647-50102a1db4df,-10250060.9338,3527207.9971
55157,"AUGUSTA, GA",8115,Sam's Club,Wholesale,280 BOBBY JONES EXPY,AUGUSTA,RICHMOND,GA,30907-2433,Open,49af7d64-abdd-4d2e-9b13-ab997b7f821f,-9137664.8545,3961915.7515
55158,"JACKSONVILLE,FL",8116,Sam's Club,Wholesale,10690 BEACH BLVD,JACKSONVILLE,DUVAL,FL,32246-3655,Open,c7bbc7f1-0bfb-4eeb-b6f4-7364fdb41e4b,-9076986.0473,3540123.6078
55159,"OK CITY (N), OK",8117,Sam's Club,Wholesale,1900 W MEMORIAL RD,OKLAHOMA CITY,OKLAHOMA,OK,73134-6504,Open,ff667f1f-e6b5-4581-be2d-beedfbffe19a,-10858769.7131,4246742.5847
55160,"PENSACOLA, FL",8119,Sam's Club,Wholesale,1250 AIRPORT BLVD,PENSACOLA,ESCAMBIA,FL,32504-8610,Open,045fe9bd-ff6d-4cb5-ae71-6852ade0aedb,-9708718.0349,3565833.6805
55161,"TALLAHASSEE, FL",8120,Sam's Club,Wholesale,3122 DICK WILSON BLVD,TALLAHASSEE,LEON,FL,32301-5137,Open,c941bfda-4ba7-4b90-abd1-9178f1f2bdac,-9375738.0609,3559200.2561
55162,"EVANSVILLE, IN",8123,Sam's Club,Wholesale,6700 E VIRGINIA ST,EVANSVILLE,VANDERBURGH,IN,47715-4034,Open,eaf1111a-fe7c-4d77-a600-a1ba4e1d6f0d,-9737202.9115,4576954.5096
55163,"SAINT LOUIS, MO",8125,Sam's Club,Wholesale,10735 W FLORISSANT AVE,SAINT LOUIS,ST. LOUIS,MO,63136-2403,Open,47c8e304-2156-4198-a6be-dd0b59b68a13,-10050341.1882,4688071.0906
55164,"BROWNSVILLE, TX",8126,Sam's Club,Wholesale,3570 W ALTON GLOOR BLVD,BROWNSVILLE,CAMERON,TX,78520-9286,Open,870c504c-401a-4357-bb7a-553610685d13,-10855688.5009,2996036.0568
55166,"PEORIA, IL",8128,Sam's Club,Wholesale,4100 W WILLOW KNOLLS DR,PEORIA,PEORIA,IL,61615-4405,Open,2946bc65-878f-4521-8840-527750dcba10,-9980251.4312,4979222.5543
55167,"WILMINGTON, NC",8129,Sam's Club,Wholesale,412 S COLLEGE RD,WILMINGTON,NEW HANOVER,NC,28403-1715,Open,0edbd887-72d4-4fb2-9777-a563e1d0c24d,-8669343.5341,4060209.6714
55168,"FORT MYERS, FL",8130,Sam's Club,Wholesale,5170 S CLEVELAND AVE,FORT MYERS,LEE,FL,33907-2142,Open,91f4b8d2-9639-4a2d-8425-460d832c46e2,-9114275.1824,3071751.3333
55169,"CINCINNATI, OH",8132,Sam's Club,Wholesale,800 KEMPER COMMONS CIR,SPRINGDALE,HAMILTON,OH,45246-2544,Open,375f4ee8-9657-47b3-ac1d-e45ee084cd4c,-9401653.0157,4763104.2477
55170,"FLORENCE, KY",8133,Sam's Club,Wholesale,4949 HOUSTON RD,FLORENCE,BOONE,KY,41042-1365,Open,4ba13403-81c3-461c-bbd0-26e505e323a2,-9421979.3981,4723983.6096
55171,"FT. SMITH, AR",8134,Sam's Club,Wholesale,7700 ROGERS AVE,FORT SMITH,SEBASTIAN,AR,72903-5542,Open,0f0dfca1-2a52-4d9a-a0b1-03ae7e53ebcc,-10502789.3511,4211403.342
55172,"TERRE HAUTE, IN",8135,Sam's Club,Wholesale,4350 S US HIGHWAY 41,TERRE HAUTE,VIGO,IN,47802-4407,Open,92dda377-60d7-47d4-8402-efbdd5c5d89c,-9730725.2304,4781315.0701
55173,"DAYTON, OH",8136,Sam's Club,Wholesale,1111 MIAMISBURG CENTERVILLE RD,WASHINGTON TOWNSHIP,MONTGOMERY,OH,45459-6713,Open,dbc0691a-1a99-464e-bdd5-933fd1785533,-9371894.3102,4812309.8379
55174,"DAYTONA BEACH, FL",8138,Sam's Club,Wholesale,1460 CORNERSTONE BLVD.,DAYTONA BEACH,VOLUSIA,FL,32117-7104,Open,a2edf7f9-6e85-4e12-99c5-6bc2b3471e7a,-9027861.9805,3403644.4901
55175,"TOLEDO, OH",8139,Sam's Club,Wholesale,1300 E MALL DR,HOLLAND,LUCAS,OH,43528-8467,Open,974d025c-a192-4559-b2d2-85d73fe602e8,-9317074.693,5103781.23
55176,"MELBOURNE, FL",8141,Sam's Club,Wholesale,4255 W NEW HAVEN AVE,MELBOURNE,BREVARD,FL,32904-3317,Open,4db8621c-920b-4d3f-bfd1-880a0701049f,-8983056.1081,3258700.7197
55177,"SPARTANBURG, SC",8142,Sam's Club,Wholesale,200 PEACHWOOD CENTRE DR,SPARTANBURG,SPARTANBURG,SC,29301-2586,Open,3f53f0a8-e6f5-464b-a96d-0ca2e47eb955,-9127874.6393,4154860.4917
55178,"PLEASANTVILLE, NJ",8144,Sam's Club,Wholesale,1025 BLACK HORSE PIKE,PLEASANTVILLE,ATLANTIC,NJ,08232-4103,Open,d45b5052-08ac-4347-a19f-b90b4e495924,-8298285.0585,4778123.9688
55179,"CINNAMINSON, NJ",8145,Sam's Club,Wholesale,2521 ROUTE 130 S,CINNAMINSON,BURLINGTON,NJ,08077-3018,Open,d1b1238c-d1f6-4069-a780-939734fad7c0,-8346396.4518,4866969.1445
55180,"OMAHA, NE",8146,Sam's Club,Wholesale,13130 L ST,OMAHA,DOUGLAS,NE,68137-1866,Open,e4e2e1c5-42c2-4f74-ac20-6bb706db944f,-10699790.6747,5044088.4146
55181,"LOVELAND, CO",8147,Sam's Club,Wholesale,1200 E EISENHOWER BLVD,LOVELAND,LARIMER,CO,80537-3924,Open,81f89e23-2667-4bbb-86dd-d7ead81bcae5,-11695201.5464,4925203.6493
55182,"GREEN BAY, WI",8149,Sam's Club,Wholesale,2470 W MASON ST,GREEN BAY,BROWN,WI,54303-4711,Open,ad4ab058-6646-4efb-803b-fb73732d8a88,-9806465.0081,5547340.9286
55183,"PORT ST LUCIE, FL",8150,Sam's Club,Wholesale,10900 S US HIGHWAY 1,PORT ST LUCIE,ST. LUCIE,FL,34952-6406,Open,bb393ce9-0b0e-4bb2-9f4d-790acecb0792,-8937146.8369,3156939.2886
55184,PANAMA CITY FL,8151,Sam's Club,Wholesale,1707 W 23RD ST,PANAMA CITY,BAY,FL,32405-2916,Open,4eb9fc77-82d6-47f5-86c3-e15ccfc2a027,-9538780.7059,3527752.4905
55185,"SOUTH POINT, OH",8152,Sam's Club,Wholesale,432 PRIVATE DRIVE 288,SOUTH POINT,Lawrence,OH,45680-7900,Open,cd9eb0c4-6966-42b5-ac18-9fefba90286c,-9186419.6746,4637667.7538
55186,"EL PASO, TX",8153,Sam's Club,Wholesale,7970 N MESA ST,EL PASO,EL PASO,TX,79932-1626,Open,99cebec6-ad9d-4800-954d-1d6e17806c7a,-11863877.5143,3742763.0411
55187,"GAINESVILLE, FL",8155,Sam's Club,Wholesale,4001 SW 30TH PL,GAINESVILLE,ALACHUA,FL,32608-1907,Open,8ab93aa9-123a-40dc-bb04-fac25eabd3b9,-9171013.391,3455303.6422
55188,"LAREDO, TX",8156,Sam's Club,Wholesale,4810 SAN BERNARDO AVE,LAREDO,WEBB,TX,78041-5710,Open,3b1d9626-6189-449e-a2b4-150c54f2020d,-11077088.7192,3191528.1155
55189,"W.PALM BEACH,FL",8157,Sam's Club,Wholesale,4295 45TH ST,WEST PALM BEACH,PALM BEACH,FL,33407-1859,Open,d715f62f-2eb0-49f4-9bff-83562f06d4fa,-8917263.84,3093835.7052
55190,WOODSTOCK GA,8158,Sam's Club,Wholesale,9464 MAIN STREET,WOODSTOCK,CHEROKEE,GA,30188-0000,Open,b1ac80b0-da46-43f5-aa8d-b32adbfd14f7,-9408763.5482,4040783.2852
55191,"TEMPLE, PA",8160,Sam's Club,Wholesale,5314 ALLENTOWN PIKE,TEMPLE,BERKS,PA,19560-1249,Open,c1e9fcf6-cf0e-4c4d-ae56-7e8f50e68186,-8451988.8888,4926312.7201
55192,"YORK, PA",8161,Sam's Club,Wholesale,2801 E MARKET ST,YORK,YORK,PA,17402-2406,Open,445f9f73-084c-4a06-bb5f-74e59b7d6c0b,-8535311.1937,4863125.9944
55193,"CEDAR RAPIDS,IA",8162,Sam's Club,Wholesale,2605 BLAIRS FERRY RD NE,CEDAR RAPIDS,LINN,IA,52402-1802,Open,a6e27c79-c762-4437-95d9-80fb69d0e554,-10205739.0786,5165770.0483
55194,"COLUMBIA, MO",8163,Sam's Club,Wholesale,101 CONLEY RD,COLUMBIA,BOONE,MO,65201-6465,Open,b8caed84-6161-46e8-8514-6e545382990d,-10274409.846,4714729.892
55195,"WAUKESHA, WI",8164,Sam's Club,Wholesale,600 N SPRINGDALE RD,WAUKESHA,WAUKESHA,WI,53186-1815,Open,c696d915-27a2-45fe-a1f7-e343edfc4ba1,-9816707.1805,5317654.5147
55196,"SIOUX FALLS, SD",8165,Sam's Club,Wholesale,3201 S LOUISE AVE,SIOUX FALLS,MINNEHAHA,SD,57106-0704,Open,e16377f9-cdb0-4b3a-a190-8f4209664efb,-10772764.3858,5391290.6737
55197,"DULUTH, GA",8166,Sam's Club,Wholesale,3450 STEVE REYNOLDS BLVD,DULUTH,GWINNETT,GA,30096-4510,Open,d1d5d611-a5da-4d3b-9215-c651a135579c,-9366060.501,4022140.1433
55198,"FRANKLIN, WI",8167,Sam's Club,Wholesale,6705 S 27TH ST,FRANKLIN,MILWAUKEE,WI,53132-9430,Open,5de35820-b3a0-4a9b-aedd-ebf53a0f2373,-9791038.1305,5300289.7041
55199,"INDIANAPOLIS,IN",8168,Sam's Club,Wholesale,7245 E 96TH STREET,INDIANAPOLIS,MARION,IN,46250-3308,Open,e9b474c5-c9e8-4d1f-80c5-d4f7104869fb,-9577996.5588,4854937.9812
55200,"LAFAYETTE, IN",8169,Sam's Club,Wholesale,3819 SOUTH STREET,LAFAYETTE,TIPPECANOE,IN,47905-4872,Open,ddb1a4be-3692-4f2d-8119-de3995645fa2,-9666717.6363,4926208.0358
55201,"FARGO, ND",8172,Sam's Club,Wholesale,4831 13TH AVE S,FARGO,CASS,ND,58103-7206,Open,cc285805-1fdb-4752-8ca6-7f5801aea260,-10783248.1215,5920034.8219
55202,"MIRAMAR, FL",8173,Sam's Club,Wholesale,1900 S UNIVERSITY DR,MIRAMAR,BROWARD,FL,33025-2230,Open,e15eaebb-3919-4aee-9d71-305ac4224db7,-8933413.0699,2998096.4591
55203,"MERRILLVILLE,IN",8174,Sam's Club,Wholesale,3134 E 79TH AVE,MERRILLVILLE,LAKE,IN,46410-5738,Open,6e368cdd-2ee6-4cd6-b1eb-f223697224a0,-9718000.7446,5082500.7567
55204,"HARRISBURG, PA",8175,Sam's Club,Wholesale,6781 GRAYSON RD,HARRISBURG,DAUPHIN,PA,17111-5138,Open,87a5a3dd-0478-4ec7-b051-34a6d271b489,-8545883.4284,4903994.2407
55205,"TOPEKA, KS",8176,Sam's Club,Wholesale,1401 SW WANAMAKER RD,TOPEKA,SHAWNEE,KS,66604-3869,Open,3053edf5-2e1b-4e87-9921-9348056cbe8e,-10660473.9664,4727627.5822
55206,"LAS VEGAS, NV",8177,Sam's Club,Wholesale,5101 S PECOS RD,LAS VEGAS,CLARK,NV,89120-1269,Open,aab3391e-26ff-4da0-aa0a-ac4229be74f5,-12813166.3832,4313892.8814
55207,"MARION, IL",8180,Sam's Club,Wholesale,2709 WALTON WAY,MARION,WILLIAMSON,IL,62959-4901,Open,f39bbed5-eac7-4103-b1d5-122fa347f358,-9903995.0197,4542634.5312
55208,"ALEXANDRIA, LA",8181,Sam's Club,Wholesale,3805 NORTH BLVD,ALEXANDRIA,RAPIDES,LA,71301-3563,Open,c1341a4a-de6b-4b34-a391-096f6e9e2b90,-10292103.4112,3668035.8272
55209,"SAINT LOUIS, MO",8182,Sam's Club,Wholesale,13455 MANCHESTER RD,SAINT LOUIS,ST. LOUIS,MO,63131-1711,Open,9ae85ce8-ae89-4e18-a8a2-55aa3fc5f85d,-10071106.3921,4664570.6491
55210,"SAINT CLOUD, MN",8183,Sam's Club,Wholesale,207 COUNTY ROAD 120,SAINT CLOUD,STEARNS,MN,56303-4872,Open,659722e2-0bb3-47f4-990f-4e7129c57610,-10485795.7629,5714649.3435
55211,"GURNEE, IL",8184,Sam's Club,Wholesale,6570 GRAND AVE,GURNEE,LAKE,IL,60031-1621,Open,75eaf5a6-67e7-4a47-8a76-f36af87887bc,-9792382.7586,5219115.7035
55212,"EAU CLAIRE, WI",8185,Sam's Club,Wholesale,4001 GATEWAY DR,EAU CLAIRE,EAU CLAIRE,WI,54701-8134,Open,8640ae06-692a-4e96-b3cd-a3dab063d769,-10177570.0154,5586196.5619
55213,"SCARBOROUGH, ME",8186,Sam's Club,Wholesale,440 PAYNE RD,SCARBOROUGH,CUMBERLAND,ME,04074-8928,Open,3e08bfee-ef95-48a2-a9f9-d68f6d719c24,-7831535.2353,5407227.9769
55214,"LEXINGTON, KY",8188,Sam's Club,Wholesale,1063 E NEW CIRCLE RD,LEXINGTON,FAYETTE,KY,40505-4116,Open,97b40285-265c-4f83-b70a-883a1e9d65c5,-9400986.1006,4584679.0081
55215,"CLARKSBURG, WV",8189,Sam's Club,Wholesale,200 EMILY DR,CLARKSBURG,HARRISON,WV,26301-5500,Open,bebbb954-5b65-484b-96f4-8f250f388020,-8936655.8066,4761190.9147
55216,"LA MARQUE, TX",8190,Sam's Club,Wholesale,6614 GULF FREEWAY,LA MARQUE,GALVESTON,TX,77568-3096,Open,85e9c5af-5e4b-4726-86fa-5edb75f541bd,-10579726.0361,3427143.594
55217,"WILKES-BARRE,PA",8191,Sam's Club,Wholesale,441 WILKES BARRE TOWNSHIP BLVD,WILKES BARRE,LUZERNE,PA,18702-6603,Open,e2858013-8643-4d1a-8157-1e41c4d9c6bb,-8444996.5776,5046866.015
55218,"DOTHAN, AL",8192,Sam's Club,Wholesale,3440 ROSS CLARK CIR,DOTHAN,HOUSTON,AL,36303-2525,Open,5bb5abfb-d896-4a36-a68f-774dd55fda8e,-9509623.237,3664602.1103
55219,"HAGERSTOWN, MD",8193,Sam's Club,Wholesale,1700 WESEL BLVD,HAGERSTOWN,WASHINGTON,MD,21740-5389,Open,a3e51632-deaa-4182-8a5b-9c77e07ee2f9,-8656816.3066,4812592.5562
55220,"ATHENS, GA",8194,Sam's Club,Wholesale,4365 ATLANTA HWY,ATHENS,CLARKE,GA,30606-0808,Open,65d85fa9-76f7-4c2e-b02e-1d0bf07c4186,-9293698.4905,4020487.49
55221,"FLORENCE, AL",8196,Sam's Club,Wholesale,364 COX CREEK PKWY,FLORENCE,LAUDERDALE,AL,35630-1540,Open,99fc5cbc-46fa-4da0-b6d6-3bd0aaa5439a,-9755241.4558,4142293.3967
55222,"CHAMPAIGN, IL",8197,Sam's Club,Wholesale,915 W MARKETVIEW DR,CHAMPAIGN,CHAMPAIGN,IL,61822-1221,Open,f0a93f4c-9228-465d-837a-7eebe72f936e,-9825518.1182,4886143.786
55223,"BRADENTON, FL",8201,Sam's Club,Wholesale,5300 30TH ST E,BRADENTON,MANATEE,FL,34203-8400,Open,74f6690c-3e92-408d-a70a-a98e34ac327b,-9187015.3452,3179313.0702
55224,"SAVANNAH, GA",8202,Sam's Club,Wholesale,1975 E MONTGOMERY XRD,SAVANNAH,CHATHAM,GA,31406-5036,Open,0b79c77a-00f5-4cbe-a87c-356aba91e5b3,-9025894.2972,3761502.5801
55225,MARIETTA GA,8203,Sam's Club,Wholesale,150 COBB PKWY S,MARIETTA,COBB,GA,30060-9209,Open,2b2c0083-f427-4261-86d0-0aa0b64bfe9d,-9408933.9783,4021933.3473
55226,"SAINT LOUIS, MO",8205,Sam's Club,Wholesale,4512 LEMAY FERRY RD,SAINT LOUIS,ST. LOUIS,MO,63129-1614,Open,29565bdf-121d-4302-bd71-1cdbe453962c,-10056093.4003,4649921.3473
55228,"KANSAS CITY, MO",8207,Sam's Club,Wholesale,5110 N OAK TRFY,KANSAS CITY,CLAY,MO,64118-4621,Open,7a0a57ac-f708-406f-ab8e-d4cc409d1bc1,-10528582.5224,4748449.2773
55229,"LENEXA, KS",8208,Sam's Club,Wholesale,12200 W 95TH ST,LENEXA,JOHNSON,KS,66215-3806,Open,7ddcae84-af4e-4960-a492-64a33813decc,-10544991.238,4715820.7033
55230,"FAYETTEVILLE, AR",8209,Sam's Club,Wholesale,3081 N HIGHWAY 112,FAYETTEVILLE,WASHINGTON,AR,72704-7436,Open,84eecd91-5036-4e67-a88a-0af1f10745a2,-10484436.3293,4315504.0492
55231,"FORT WORTH, TX",8210,Sam's Club,Wholesale,600 N BURLESON BLVD,BURLESON,TARRANT,TX,76028-2901,Open,fe1f2a2f-5ab3-44e1-ae23-0f4af5ab358d,-10833158.7718,3836366.6392
55232,"DOUGLASVILLE,GA",8211,Sam's Club,Wholesale,6995 CONCOURSE PKWY,DOUGLASVILLE,DOUGLAS,GA,30134-4551,Open,d8cc3802-fa8d-4dd6-8a59-800e3ac01bf9,-9434993.2032,3992728.9328
55233,"COLUMBUS, GA",8213,Sam's Club,Wholesale,5448 A WHITTLESEY BLVD.,COLUMBUS,MUSCOGEE,GA,31909-7298,Open,31d39434-be33-4cad-8c6b-183dbadb445f,-9456413.9675,3834520.1674
55234,"SPRINGFIELD, IL",8215,Sam's Club,Wholesale,2300 W WHITE OAKS DR,SPRINGFIELD,SANGAMON,IL,62704-6423,Open,09ac1d22-465f-4574-aed7-f5bb10c5c41f,-9986261.9045,4832967.1556
55235,"FAYETTEVILLE,NC",8218,Sam's Club,Wholesale,1450 SKIBO RD,FAYETTEVILLE,CUMBERLAND,NC,28303-3411,Open,8bb4b964-1b4d-4681-b66b-e194ba502090,-8789247.7614,4175586.0502
55236,"MATTHEWS, NC",8219,Sam's Club,Wholesale,1801 WINDSOR SQUARE DR,MATTHEWS,MECKLENBURG,NC,28105-4662,Open,96034d39-8b4c-4b12-a883-8ad78b8730d8,-8984678.701,4182335.6517
55237,"ROANOKE, VA",8220,Sam's Club,Wholesale,1455 TOWN SQUARE BLVD.,ROANOKE,ROANOKE,VA,24012-1612,Open,8d76868e-5497-4e08-aea0-18b9dcbd4e36,-8901746.2369,4483807.9582
55238,"HARVEY, LA",8221,Sam's Club,Wholesale,1527 MANHATTAN BLVD,HARVEY,JEFFERSON,LA,70058-3405,Open,31145a23-26fe-47d2-bb51-24b8d62d21cc,-10025022.0153,3489900.08
55239,"JOHNSON CITY, TN",8222,Sam's Club,Wholesale,3060 FRANKLIN TERRACE DR,JOHNSON CITY,SULLIVAN,TN,37604-4123,Open,cc2b35f4-1711-4d63-8eb1-2900e7aa80af,-9172818.7705,4349613.8334
55240,"RALEIGH, NC",8223,Sam's Club,Wholesale,2537 S SAUNDERS ST,RALEIGH,WAKE,NC,27603-2843,Open,411a2a7e-ccfd-4673-900d-ea4fe8f82758,-8754824.6579,4266343.9565
55241,"WICHITA FALLS, TX",8224,Sam's Club,Wholesale,3801 KELL BLVD,WICHITA FALLS,WICHITA,TX,76308-1605,Open,ae0d2e46-2fc6-4f01-8570-682c48b7b6e9,-10969724.1873,4012392.8608
55242,"MACON, GA",8225,Sam's Club,Wholesale,4701 LOG CABIN DR,MACON,BIBB,GA,31204-6318,Open,65570189-b6ac-44cb-873f-2b3af8776a65,-9318747.9363,3870804.1739
55243,"ABILENE, TX",8226,Sam's Club,Wholesale,5550 S. CLACK ST,ABILENE,TAYLOR,TX,79606-3708,Open,3ba5a124-86a2-44f9-8261-b47edb50a5e2,-11103592.8881,3813465.8525
55244,"SAN ANTONIO (NW), TX",8227,Sam's Club,Wholesale,5055 NW LOOP 410,SAN ANTONIO,BEXAR,TX,78229-5313,Open,61767be9-d2ca-4f5d-9953-c51f785a02ff,-10974898.0946,3438149.0909
55245,"WINSTON-SALEM, NC",8228,Sam's Club,Wholesale,930 HANES MALL BLVD,WINSTON SALEM,FORSYTH,NC,27103-5527,Open,54b08f08-2519-4c24-9a26-8acf6b5e5e9f,-8940364.5268,4309795.0872
55249,"PROVO, UT",6685,Sam's Club,Wholesale,1313 S UNIVERSITY AVE,PROVO,UTAH,UT,84601-5943,Open,7ab4cbd4-c55e-4f29-baa8-ca02c22879bc,-12429606.2834,4897395.6519
55252,"GULFPORT, MS",8236,Sam's Club,Wholesale,10431 OLD HIGHWAY 49,GULFPORT,HARRISON,MS,39503-4118,Open,fe3c0e60-09fd-46fa-b2ea-19abfca36def,-9918689.8604,3560115.1369
55253,"MONROE, LA",8237,Sam's Club,Wholesale,5400 I20 FRONTAGE RD,MONROE,OUACHITA,LA,71202-4040,Open,ae0264f0-3fbe-4919-b701-f165c2670e5d,-10247022.9136,3828183.0474
55254,"DAVENPORT, IA",8238,Sam's Club,Wholesale,3887 ELMORE AVE,DAVENPORT,SCOTT,IA,52807-2504,Open,4d8ac069-fdc6-463b-b5bb-b8b0c6800464,-10077102.0599,5095214.5325
55255,"LAWTON, OK",8239,Sam's Club,Wholesale,802 NW SHERIDAN RD,LAWTON,COMANCHE,OK,73505-5204,Open,4f84665b-bbce-45b9-8eea-c7b15494b578,-10956520.9164,4111990.4051
55257,"MIDWEST CITY, OK",8241,Sam's Club,Wholesale,6521 SE 29TH ST,MIDWEST CITY,OKLAHOMA,OK,73110-3001,Open,613ec837-eab3-44c1-ae1f-1e2a7a5d11a5,-10844219.5877,4223357.0593
55258,"DALLAS (E), TX",8242,Sam's Club,Wholesale,12000 MCCREE RD,DALLAS,DALLAS,TX,75238-3275,Open,8aa91030-74e5-4ce3-a1bb-1535ac27c687,-10761866.6529,3877781.5379
55259,RAYMORE MO,8243,Sam's Club,Wholesale,141 N. DEAN AVE,RAYMORE,CASS,MO,64083-8398,Open,3ae7fc49-e498-4828-b847-fbc71309049f,-10518725.9607,4694372.2722
55260,"HOUSTON (S), TX",8244,Sam's Club,Wholesale,11101 FUQUA ST,HOUSTON,HARRIS,TX,77089-2508,Open,ee26c210-958e-4c87-9f28-0f346c81fcff,-10599892.8977,3454280.4978
55261,"HOUSTON (N), TX",8245,Sam's Club,Wholesale,325 E RICHEY RD,HOUSTON,HARRIS,TX,77073-6038,Open,51541e1c-b7fd-4f97-8cec-f321041edeff,-10622344.8144,3503518.6082
55262,"STAFFORD, TX",8246,Sam's Club,Wholesale,12300 S W FWY,STAFFORD MEADOWS,HARRIS,TX,77477-3010,Open,092358a4-b770-4a45-8c2e-92376af76ec8,-10639847.578,3457971.7543
55263,"HOMEWOOD, AL",8247,Sam's Club,Wholesale,201 LAKESHORE PKWY,HOMEWOOD,JEFFERSON,AL,35209-7105,Open,63f91419-12de-4bec-bffa-d393ab9c5bb7,-9664710.4346,3954876.8067
55264,"DALLAS (W), TX",8248,Sam's Club,Wholesale,9461 WEBB CHAPEL RD,DALLAS,DALLAS,TX,75220-4902,Open,a1dcaf6b-5f74-4a12-9029-727ba8ff7784,-10782535.8994,3877064.4119
55265,"MCALLEN, TX",8250,Sam's Club,Wholesale,1400 E JACKSON AVE,MCALLEN,HIDALGO,TX,78503-1601,Open,bca3ef87-6ef9-4437-9344-1914ba205447,-10932430.9333,3022432.747
